c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
12767|Customer#000012767|rK6LiDZdVm5BSHi8eKW4pqyIzdx,Cb|1|11-340-605-1080|6424.17|BUILDING|onic requests wake bold foxes. slyly ironic accounts grow furiousl|421989|12767|P|146210.06|1995-03-25|3-MEDIUM|Clerk#000000158|0|was quickly. bold deposits are |421989|13379|169|2|42.00|54279.54|0.07|0.02|A|F|1995-04-07|1995-05-05|1995-04-08|COLLECT COD|REG AIR|ding deposits. qu
12767|Customer#000012767|rK6LiDZdVm5BSHi8eKW4pqyIzdx,Cb|1|11-340-605-1080|6424.17|BUILDING|onic requests wake bold foxes. slyly ironic accounts grow furiousl|421989|12767|P|146210.06|1995-03-25|3-MEDIUM|Clerk#000000158|0|was quickly. bold deposits are |421989|6901|158|3|37.00|66892.30|0.04|0.04|N|O|1995-07-24|1995-05-08|1995-08-23|NONE|AIR|ests. boldly final multipliers cajole quic
12781|Customer#000012781|DTIYAFnJsNOV5llzfi5m2|11|21-559-585-9711|968.25|BUILDING|fully special accounts use furiously bold, regular multipliers. idly ruthless requests integrate across the fina|200005|12781|P|216651.38|1995-03-27|2-HIGH|Clerk#000000926|0|leep fluffily instructions! silent dependencies wake slyly after the fluffily |200005|8054|571|1|39.00|37519.95|0.10|0.04|N|O|1995-07-04|1995-05-25|1995-07-10|COLLECT COD|FOB| of the sil
12781|Customer#000012781|DTIYAFnJsNOV5llzfi5m2|11|21-559-585-9711|968.25|BUILDING|fully special accounts use furiously bold, regular multipliers. idly ruthless requests integrate across the fina|200005|12781|P|216651.38|1995-03-27|2-HIGH|Clerk#000000926|0|leep fluffily instructions! silent dependencies wake slyly after the fluffily |200005|3072|832|2|22.00|21451.54|0.03|0.00|N|O|1995-07-17|1995-06-16|1995-08-05|DELIVER IN PERSON|SHIP|nal sheaves sleep fluffi
12781|Customer#000012781|DTIYAFnJsNOV5llzfi5m2|11|21-559-585-9711|968.25|BUILDING|fully special accounts use furiously bold, regular multipliers. idly ruthless requests integrate across the fina|200005|12781|P|216651.38|1995-03-27|2-HIGH|Clerk#000000926|0|leep fluffily instructions! silent dependencies wake slyly after the fluffily |200005|17988|790|3|28.00|53367.44|0.07|0.00|A|F|1995-05-22|1995-05-14|1995-06-15|DELIVER IN PERSON|RAIL|ions. final instructions
12781|Customer#000012781|DTIYAFnJsNOV5llzfi5m2|11|21-559-585-9711|968.25|BUILDING|fully special accounts use furiously bold, regular multipliers. idly ruthless requests integrate across the fina|200005|12781|P|216651.38|1995-03-27|2-HIGH|Clerk#000000926|0|leep fluffily instructions! silent dependencies wake slyly after the fluffily |200005|2589|94|5|13.00|19390.54|0.09|0.01|N|O|1995-07-15|1995-05-07|1995-07-22|COLLECT COD|FOB|lithely. slyly sl
12781|Customer#000012781|DTIYAFnJsNOV5llzfi5m2|11|21-559-585-9711|968.25|BUILDING|fully special accounts use furiously bold, regular multipliers. idly ruthless requests integrate across the fina|200005|12781|P|216651.38|1995-03-27|2-HIGH|Clerk#000000926|0|leep fluffily instructions! silent dependencies wake slyly after the fluffily |200005|3977|231|6|42.00|79000.74|0.06|0.01|A|F|1995-04-17|1995-05-14|1995-04-24|NONE|TRUCK|kly unusua
12808|Customer#000012808|I,SlGKkSzYEYAllu2t p92L5PLI|17|27-281-196-2248|798.91|BUILDING|final requests sleep fluffily final packages. e|553287|12808|F|173960.71|1995-03-25|5-LOW|Clerk#000000183|0|ular instructions. unusual pinto beans haggle quickly-- ca|553287|13825|615|1|21.00|36515.22|0.08|0.06|A|F|1995-04-03|1995-05-07|1995-04-21|TAKE BACK RETURN|RAIL|he ironic courts use blithely ironic de
12808|Customer#000012808|I,SlGKkSzYEYAllu2t p92L5PLI|17|27-281-196-2248|798.91|BUILDING|final requests sleep fluffily final packages. e|553287|12808|F|173960.71|1995-03-25|5-LOW|Clerk#000000183|0|ular instructions. unusual pinto beans haggle quickly-- ca|553287|1491|743|2|29.00|40382.21|0.10|0.05|A|F|1995-04-06|1995-06-06|1995-04-25|NONE|AIR|ringly. foxes haggle carefully car
12808|Customer#000012808|I,SlGKkSzYEYAllu2t p92L5PLI|17|27-281-196-2248|798.91|BUILDING|final requests sleep fluffily final packages. e|553287|12808|F|173960.71|1995-03-25|5-LOW|Clerk#000000183|0|ular instructions. unusual pinto beans haggle quickly-- ca|553287|9416|194|3|44.00|58318.04|0.03|0.05|R|F|1995-04-07|1995-05-09|1995-04-18|COLLECT COD|RAIL|blithely along the s
12808|Customer#000012808|I,SlGKkSzYEYAllu2t p92L5PLI|17|27-281-196-2248|798.91|BUILDING|final requests sleep fluffily final packages. e|553287|12808|F|173960.71|1995-03-25|5-LOW|Clerk#000000183|0|ular instructions. unusual pinto beans haggle quickly-- ca|553287|12425|688|4|6.00|8024.52|0.03|0.07|N|F|1995-05-29|1995-05-09|1995-06-24|NONE|FOB|es will have to wake quickl
12808|Customer#000012808|I,SlGKkSzYEYAllu2t p92L5PLI|17|27-281-196-2248|798.91|BUILDING|final requests sleep fluffily final packages. e|553287|12808|F|173960.71|1995-03-25|5-LOW|Clerk#000000183|0|ular instructions. unusual pinto beans haggle quickly-- ca|553287|6592|849|5|14.00|20980.26|0.09|0.00|A|F|1995-04-28|1995-06-19|1995-05-04|DELIVER IN PERSON|FOB| slyly express foxes boost furiousl
12808|Customer#000012808|I,SlGKkSzYEYAllu2t p92L5PLI|17|27-281-196-2248|798.91|BUILDING|final requests sleep fluffily final packages. e|553287|12808|F|173960.71|1995-03-25|5-LOW|Clerk#000000183|0|ular instructions. unusual pinto beans haggle quickly-- ca|553287|4266|267|6|11.00|12872.86|0.02|0.06|A|F|1995-04-23|1995-06-20|1995-05-19|DELIVER IN PERSON|TRUCK|e above the qu
12857|Customer#000012857|rsz2CY,UEfH56Z5MJYLQ I1|17|27-155-654-2519|4951.19|BUILDING|uriously carefully sly courts. furi|460135|12857|F|59908.84|1995-01-07|1-URGENT|Clerk#000000207|0|posits. unusual accounts above the furiously|460135|5958|724|1|32.00|59646.40|0.07|0.08|A|F|1995-05-02|1995-02-15|1995-05-25|NONE|SHIP|y. slyly special accounts wake slyl
12869|Customer#000012869|s5nZVtJiwe9szl2GYJdFxV4DXUAwy0zpXs|24|34-661-510-6260|-69.57|BUILDING|ckages. even packages wake furiously above the regular packages. furious shea|10213|12869|F|29547.46|1995-02-18|2-HIGH|Clerk#000000845|0|ly ironic dependencies. final excuses acros|10213|18209|14|2|9.00|10144.80|0.10|0.08|N|F|1995-06-14|1995-04-24|1995-07-01|NONE|REG AIR|uctions boost slyly about the flu
12869|Customer#000012869|s5nZVtJiwe9szl2GYJdFxV4DXUAwy0zpXs|24|34-661-510-6260|-69.57|BUILDING|ckages. even packages wake furiously above the regular packages. furious shea|10213|12869|F|29547.46|1995-02-18|2-HIGH|Clerk#000000845|0|ly ironic dependencies. final excuses acros|10213|18284|89|3|13.00|15629.64|0.03|0.01|N|F|1995-05-28|1995-03-22|1995-06-22|TAKE BACK RETURN|MAIL|into beans. blithe deposits wake carefully 
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|432416|12898|F|264284.23|1995-02-11|4-NOT SPECIFIED|Clerk#000000152|0|accounts. bold ideas run furiously pending pac|432416|11773|557|4|46.00|77499.42|0.08|0.08|R|F|1995-04-26|1995-03-30|1995-05-12|COLLECT COD|AIR|s nag slyly against th
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|432416|12898|F|264284.23|1995-02-11|4-NOT SPECIFIED|Clerk#000000152|0|accounts. bold ideas run furiously pending pac|432416|6078|335|6|3.00|2952.21|0.00|0.00|N|F|1995-05-28|1995-03-19|1995-06-26|NONE|FOB|ronic excuses. express, pending depen
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|462502|12898|F|322918.89|1995-03-08|1-URGENT|Clerk#000000273|0|sits boost furiously. slowly final accounts breach carefully across th|462502|2143|396|1|49.00|51211.86|0.07|0.00|R|F|1995-04-20|1995-05-05|1995-05-14|NONE|TRUCK|s. requests haggle across the furiou
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|462502|12898|F|322918.89|1995-03-08|1-URGENT|Clerk#000000273|0|sits boost furiously. slowly final accounts breach carefully across th|462502|8669|444|2|43.00|67839.38|0.01|0.01|R|F|1995-05-19|1995-04-27|1995-05-24|TAKE BACK RETURN|TRUCK|s will have to wake among the somas.
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|462502|12898|F|322918.89|1995-03-08|1-URGENT|Clerk#000000273|0|sits boost furiously. slowly final accounts breach carefully across th|462502|19856|664|3|43.00|76361.55|0.06|0.05|R|F|1995-04-17|1995-05-21|1995-05-05|NONE|TRUCK| carefully regular reque
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|462502|12898|F|322918.89|1995-03-08|1-URGENT|Clerk#000000273|0|sits boost furiously. slowly final accounts breach carefully across th|462502|5854|110|4|21.00|36956.85|0.02|0.08|A|F|1995-06-13|1995-05-06|1995-06-14|DELIVER IN PERSON|FOB|ly regular foxes. bold requests n
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|462502|12898|F|322918.89|1995-03-08|1-URGENT|Clerk#000000273|0|sits boost furiously. slowly final accounts breach carefully across th|462502|16024|823|5|32.00|30080.64|0.09|0.02|A|F|1995-05-12|1995-05-30|1995-05-16|DELIVER IN PERSON|TRUCK|detect furiously. fluffily fina
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|462502|12898|F|322918.89|1995-03-08|1-URGENT|Clerk#000000273|0|sits boost furiously. slowly final accounts breach carefully across th|462502|315|66|6|11.00|13368.41|0.04|0.01|N|F|1995-06-14|1995-05-06|1995-06-24|COLLECT COD|MAIL|the carefully even foxes. slyly 
12898|Customer#000012898|6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp|16|26-480-545-6444|2783.14|BUILDING|equests integrate about the quickly regular accounts? foxes nag abo|462502|12898|F|322918.89|1995-03-08|1-URGENT|Clerk#000000273|0|sits boost furiously. slowly final accounts breach carefully across th|462502|19734|4|7|30.00|49611.90|0.00|0.05|A|F|1995-05-08|1995-05-24|1995-06-05|TAKE BACK RETURN|SHIP|iously up the
12920|Customer#000012920|Qtc4tD1HATb|7|17-185-491-5158|-35.25|BUILDING|to the carefully final foxes. final foxes wake fluffily above the bold requests? quickly pending mul|20641|12920|F|195342.72|1995-02-20|5-LOW|Clerk#000000863|0|ending accounts affix blithely carefully regular theodolite|20641|12169|956|1|26.00|28110.16|0.01|0.02|R|F|1995-05-01|1995-03-25|1995-05-03|COLLECT COD|RAIL|e slyly unusua
12920|Customer#000012920|Qtc4tD1HATb|7|17-185-491-5158|-35.25|BUILDING|to the carefully final foxes. final foxes wake fluffily above the bold requests? quickly pending mul|20641|12920|F|195342.72|1995-02-20|5-LOW|Clerk#000000863|0|ending accounts affix blithely carefully regular theodolite|20641|10427|208|2|48.00|64196.16|0.07|0.07|A|F|1995-06-04|1995-05-15|1995-06-10|TAKE BACK RETURN|REG AIR|l pinto be
12920|Customer#000012920|Qtc4tD1HATb|7|17-185-491-5158|-35.25|BUILDING|to the carefully final foxes. final foxes wake fluffily above the bold requests? quickly pending mul|20641|12920|F|195342.72|1995-02-20|5-LOW|Clerk#000000863|0|ending accounts affix blithely carefully regular theodolite|20641|4222|731|3|48.00|54058.56|0.09|0.01|R|F|1995-04-15|1995-04-28|1995-05-15|DELIVER IN PERSON|REG AIR|uickly regular accounts-- requests in
12920|Customer#000012920|Qtc4tD1HATb|7|17-185-491-5158|-35.25|BUILDING|to the carefully final foxes. final foxes wake fluffily above the bold requests? quickly pending mul|20641|12920|F|195342.72|1995-02-20|5-LOW|Clerk#000000863|0|ending accounts affix blithely carefully regular theodolite|20641|7556|814|4|38.00|55614.90|0.04|0.00|A|F|1995-04-30|1995-05-09|1995-05-03|TAKE BACK RETURN|TRUCK| affix furiously pending reque
12920|Customer#000012920|Qtc4tD1HATb|7|17-185-491-5158|-35.25|BUILDING|to the carefully final foxes. final foxes wake fluffily above the bold requests? quickly pending mul|484002|12920|F|107544.19|1994-12-12|1-URGENT|Clerk#000000398|0|nal ideas. slyly silent deposits haggle furiously final se|484002|18050|855|4|18.00|17424.90|0.08|0.05|R|F|1995-03-29|1995-01-13|1995-04-15|COLLECT COD|AIR| silent, exp
12932|Customer#000012932|WkBETT20gP|8|18-638-737-1360|8622.98|BUILDING|encies haggle fluffily. regular, regular packages wake blithely abou|478247|12932|F|315918.87|1994-12-17|5-LOW|Clerk#000000905|0|ut the regular foxes. quickly brave instructions sl|478247|3424|931|5|30.00|39822.60|0.04|0.07|A|F|1995-04-11|1995-01-23|1995-05-04|NONE|RAIL|sts wake finally; packag
12932|Customer#000012932|WkBETT20gP|8|18-638-737-1360|8622.98|BUILDING|encies haggle fluffily. regular, regular packages wake blithely abou|500324|12932|F|175481.95|1994-12-18|3-MEDIUM|Clerk#000000721|0|jole slyly around the asymptotes. slyly special deposits boost fu|500324|13024|25|5|32.00|29984.64|0.08|0.05|A|F|1995-04-11|1995-02-04|1995-04-22|NONE|AIR|ndencies sleep furiously. closely e
12938|Customer#000012938|ilgheY33olrI,bu68L7wYqqKjoJq38RI6vUzNLsn|9|19-430-448-9957|-409.87|BUILDING|against the special requests. bold theodolites haggle around the enticingly bold requests. express pac|24548|12938|F|15328.51|1995-03-15|2-HIGH|Clerk#000000108|0|even deposits. ideas wake fluffily express, express accounts. unusua|24548|7446|218|1|11.00|14887.84|0.01|0.04|A|F|1995-03-31|1995-04-22|1995-04-22|DELIVER IN PERSON|MAIL|kages eat f
12947|Customer#000012947|kCR3FT4bWp10Hp2f8RMCtEGYiiyh|6|16-925-326-2135|7545.62|BUILDING|he blithely regular dependencies use slyly along the blithely bold requests. quickly regular deposits af|476420|12947|F|253764.14|1995-01-23|5-LOW|Clerk#000000302|0|d requests. furiously express requests cajole blithely. bold theodolites w|476420|13072|336|4|47.00|46298.29|0.09|0.04|A|F|1995-05-08|1995-03-22|1995-05-09|TAKE BACK RETURN|RAIL|ts solve against the slyly bold requests.
12947|Customer#000012947|kCR3FT4bWp10Hp2f8RMCtEGYiiyh|6|16-925-326-2135|7545.62|BUILDING|he blithely regular dependencies use slyly along the blithely bold requests. quickly regular deposits af|476420|12947|F|253764.14|1995-01-23|5-LOW|Clerk#000000302|0|d requests. furiously express requests cajole blithely. bold theodolites w|476420|7719|720|5|7.00|11386.97|0.10|0.07|A|F|1995-04-23|1995-03-07|1995-05-09|DELIVER IN PERSON|FOB|ies wake quickly even, ironic acc
12955|Customer#000012955|xhRkkdkJTJPZVaNlI47im4oA, HsjLsZSk|12|22-550-182-1870|6123.57|BUILDING|ual instructions according to the enticingly r|450402|12955|F|210984.18|1995-02-20|5-LOW|Clerk#000000320|0|tions nag slyly at the foxes. silent warhorses use. q|450402|16528|529|1|18.00|26001.36|0.08|0.05|A|F|1995-05-13|1995-03-31|1995-06-08|DELIVER IN PERSON|REG AIR|c ideas. even ideas are. slyly even p
12955|Customer#000012955|xhRkkdkJTJPZVaNlI47im4oA, HsjLsZSk|12|22-550-182-1870|6123.57|BUILDING|ual instructions according to the enticingly r|450402|12955|F|210984.18|1995-02-20|5-LOW|Clerk#000000320|0|tions nag slyly at the foxes. silent warhorses use. q|450402|13695|222|2|26.00|41825.94|0.07|0.05|R|F|1995-05-04|1995-04-21|1995-05-19|TAKE BACK RETURN|TRUCK|ctions besides the furiously regular dep
12955|Customer#000012955|xhRkkdkJTJPZVaNlI47im4oA, HsjLsZSk|12|22-550-182-1870|6123.57|BUILDING|ual instructions according to the enticingly r|450402|12955|F|210984.18|1995-02-20|5-LOW|Clerk#000000320|0|tions nag slyly at the foxes. silent warhorses use. q|450402|16601|400|4|6.00|9105.60|0.01|0.06|R|F|1995-04-02|1995-05-09|1995-04-18|NONE|TRUCK|special instruc
12955|Customer#000012955|xhRkkdkJTJPZVaNlI47im4oA, HsjLsZSk|12|22-550-182-1870|6123.57|BUILDING|ual instructions according to the enticingly r|450402|12955|F|210984.18|1995-02-20|5-LOW|Clerk#000000320|0|tions nag slyly at the foxes. silent warhorses use. q|450402|211|962|5|8.00|8889.68|0.01|0.05|A|F|1995-04-02|1995-03-31|1995-04-30|COLLECT COD|MAIL|, ironic packages accord
12955|Customer#000012955|xhRkkdkJTJPZVaNlI47im4oA, HsjLsZSk|12|22-550-182-1870|6123.57|BUILDING|ual instructions according to the enticingly r|450402|12955|F|210984.18|1995-02-20|5-LOW|Clerk#000000320|0|tions nag slyly at the foxes. silent warhorses use. q|450402|15968|969|6|29.00|54634.84|0.04|0.06|R|F|1995-04-27|1995-05-19|1995-05-18|DELIVER IN PERSON|REG AIR|encies cajole across the carefu
12955|Customer#000012955|xhRkkdkJTJPZVaNlI47im4oA, HsjLsZSk|12|22-550-182-1870|6123.57|BUILDING|ual instructions according to the enticingly r|450402|12955|F|210984.18|1995-02-20|5-LOW|Clerk#000000320|0|tions nag slyly at the foxes. silent warhorses use. q|450402|18929|930|7|11.00|20327.12|0.07|0.03|N|F|1995-06-05|1995-04-08|1995-06-27|TAKE BACK RETURN|SHIP|o the ironically furious deposits. e
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|300000|12964|F|161693.52|1995-02-11|1-URGENT|Clerk#000000385|0|de of the ironic, ironic theodo|300000|4056|819|1|34.00|32641.70|0.03|0.06|N|F|1995-06-12|1995-03-18|1995-06-21|DELIVER IN PERSON|AIR| above the final pinto b
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|300000|12964|F|161693.52|1995-02-11|1-URGENT|Clerk#000000385|0|de of the ironic, ironic theodo|300000|7210|468|3|35.00|39102.35|0.06|0.08|N|F|1995-05-30|1995-04-23|1995-06-28|NONE|AIR|deposits among the furiou
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|300000|12964|F|161693.52|1995-02-11|1-URGENT|Clerk#000000385|0|de of the ironic, ironic theodo|300000|10035|816|4|5.00|4725.15|0.07|0.02|R|F|1995-05-31|1995-04-13|1995-06-10|COLLECT COD|MAIL|refully bold somas ar
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|300000|12964|F|161693.52|1995-02-11|1-URGENT|Clerk#000000385|0|de of the ironic, ironic theodo|300000|9276|536|5|30.00|35558.10|0.04|0.00|R|F|1995-05-03|1995-04-26|1995-05-20|TAKE BACK RETURN|MAIL|o beans. regular excuses 
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|300000|12964|F|161693.52|1995-02-11|1-URGENT|Clerk#000000385|0|de of the ironic, ironic theodo|300000|8566|341|6|32.00|47185.92|0.03|0.06|A|F|1995-05-04|1995-05-06|1995-05-05|TAKE BACK RETURN|RAIL|l dependencie
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|450625|12964|F|193790.52|1995-03-07|5-LOW|Clerk#000000579|0|ly. close multipliers alon|450625|9573|92|1|10.00|14825.70|0.03|0.02|N|F|1995-06-12|1995-05-02|1995-07-02|COLLECT COD|REG AIR|luffily ir
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|450625|12964|F|193790.52|1995-03-07|5-LOW|Clerk#000000579|0|ly. close multipliers alon|450625|17552|820|2|36.00|52903.80|0.05|0.07|N|F|1995-06-12|1995-05-25|1995-06-20|COLLECT COD|TRUCK|ckly even courts. r
12964|Customer#000012964|v1KbW1FJE6YRprTEYIz HxlWv1|7|17-353-835-3475|4647.63|BUILDING|al asymptotes. slowly final deposits grow furiously. blithely quiet requests impress fluffily according to the sil|450625|12964|F|193790.52|1995-03-07|5-LOW|Clerk#000000579|0|ly. close multipliers alon|450625|6198|967|3|41.00|45271.79|0.08|0.04|R|F|1995-05-10|1995-05-18|1995-05-24|COLLECT COD|MAIL| the slyly ironic foxes. furiously expres
